,projectid,project_oid,subject,category_name,area_name,region_name,price,rooms,size,ward_name,price_million_per_m2,street_name,area_v2,facilities_key,surrounding_key,investor_id,investor_name
471,4731,532603838,7540,0,107,2,1500000000.0,2.0,60.0,206,25.0,732,107,10,229,891,467
475,4731,532603838,8926,0,107,2,1500000000.0,2.0,60.0,206,25.0,732,107,10,229,891,467
483,4731,532603838,2242,0,107,2,1650000000.0,2.0,60.0,206,27.5,732,107,10,229,891,467
485,4731,532603838,8011,0,107,2,450000000.0,2.0,60.0,206,7.5,732,107,10,229,891,467
488,4731,532603838,243,2,107,2,2600000000.0,2.2908415841584158,55.0,206,47.27272727272727,732,107,10,229,891,467
491,4731,532603838,8861,2,107,2,4400000000.0,2.2908415841584158,96.0,206,45.833333333333336,1130,107,10,229,891,467
495,4731,532603838,3531,0,107,2,1450000000.0,2.0,60.0,206,24.166666666666668,732,107,10,229,891,467
497,4801,1245815748,999,0,110,36,3684000000.0,2.0,67.5998,126,54.49720265444572,521,110,594,229,1949,375
499,4801,1245815748,8752,0,110,36,3800000000.0,2.0,72.0,126,52.77777777777778,1075,110,594,229,1949,375
500,4801,1245815748,5158,0,110,36,3979000000.0,2.0,79.0,126,50.36708860759494,521,110,594,229,1949,375
503,4801,1245815748,7076,0,110,36,4100000000.0,2.0,74.0,126,55.4054054054054,521,110,594,229,1949,375
505,4801,1245815748,1983,0,110,36,4550000000.0,2.0,75.0,126,60.66666666666666,1075,110,594,229,1949,375
506,4801,1245815748,6854,0,110,36,3900000000.0,2.0,70.0,126,55.71428571428572,521,110,594,229,1949,375
507,4801,1245815748,3086,0,110,36,3800000000.0,2.0,74.0,126,51.35135135135136,521,110,594,229,1949,375
509,4801,1245815748,8748,0,110,36,3800000000.0,2.0,74.0,126,51.35135135135136,1075,110,594,229,1949,375
514,4801,1245815748,9104,0,110,36,4600000000.0,2.0,79.0,126,58.22784810126582,521,110,594,229,1949,375
518,4801,1245815748,4628,0,110,36,4405000000.0,2.0,70.4497,126,62.52688088096897,521,110,594,229,1949,375
520,4742,291705171,6400,0,107,2,2150000000.0,2.0,70.0,274,30.714285714285715,641,107,217,184,1948,259
521,4742,291705171,6062,0,107,2,2437000000.0,2.0,73.0,274,33.38356164383562,641,107,217,184,1948,259
522,4742,291705171,5181,0,107,2,1700000000.0,2.0,55.0,274,30.90909090909091,641,107,217,184,1948,259
525,4742,291705171,2992,0,107,2,2400000000.0,2.0,70.0,274,34.285714285714285,641,107,217,184,1948,259
526,4742,291705171,4650,0,107,2,2150000000.0,2.0,70.0,274,30.714285714285715,641,107,217,184,1948,259
527,4742,291705171,9102,0,107,2,2595000000.0,2.0,73.0,274,35.54794520547945,641,107,217,184,1948,259
529,4742,291705171,2927,0,107,2,2400000000.0,2.0,73.0,274,32.87671232876713,1103,107,217,184,1948,259
531,4742,291705171,3160,0,107,2,2250000000.0,2.0,71.0,274,31.690140845070424,641,107,217,184,1948,259
532,4742,291705171,145,0,107,2,2100000000.0,2.0,50.0,274,42.0,641,107,217,184,1948,259
534,4742,291705171,9796,0,107,2,2450000000.0,2.0,72.0,274,34.02777777777778,641,107,217,184,1948,259
536,4742,291705171,2911,0,107,2,2900000000.0,2.0,70.0,274,41.42857142857143,641,107,217,184,1948,259
537,4742,291705171,5559,0,107,2,2700000000.0,2.0,71.0,274,38.0281690140845,641,107,217,184,1948,259
538,4742,291705171,4773,0,107,2,2400000000.0,2.0,73.0,274,32.87671232876713,1103,107,217,184,1948,259
539,4742,291705171,2703,0,107,2,1800000000.0,2.0,52.0,274,34.61538461538461,641,107,217,184,1948,259
541,4742,291705171,7737,0,107,2,2600000000.0,2.0,72.0,274,36.11111111111112,641,107,217,184,1948,259
542,4742,291705171,2512,0,107,2,1800000000.0,2.0,52.0,274,34.61538461538461,641,107,217,184,1948,259
543,4742,291705171,5897,0,107,2,2300000000.0,2.0,70.0,274,32.857142857142854,641,107,217,184,1948,259
544,4742,291705171,9116,0,107,2,2600000000.0,2.0,70.0,274,37.142857142857146,1103,107,217,184,1948,259
546,4742,291705171,4017,0,107,2,2200000000.0,2.0,70.0,274,31.428571428571427,641,107,217,184,1948,259
547,4742,291705171,5840,0,107,2,2700000000.0,2.0,75.0,274,36.0,641,107,217,184,1948,259
548,4742,291705171,2700,0,107,2,1800000000.0,2.0,52.0,274,34.61538461538461,641,107,217,184,1948,259
549,4742,291705171,2513,0,107,2,2600000000.0,2.0,72.0,274,36.11111111111112,641,107,217,184,1948,259
551,4742,291705171,2264,0,107,2,1800000000.0,2.0,52.0,274,34.61538461538461,641,107,217,184,1948,259
552,4742,291705171,2511,0,107,2,1800000000.0,2.0,52.0,274,34.61538461538461,641,107,217,184,1948,259
553,4742,291705171,5567,0,107,2,2500000000.0,2.0,72.0,274,34.72222222222222,641,107,217,184,1948,259
556,4742,291705171,5845,0,107,2,2800000000.0,2.0,72.0,274,38.888888888888886,641,107,217,184,1948,259
557,4742,291705171,4785,0,107,2,2600000000.0,2.0,73.0,274,35.61643835616438,641,107,217,184,1948,259
558,4742,291705171,6643,0,107,2,2600000000.0,2.0,73.0,274,35.61643835616438,641,107,217,184,1948,259
561,4742,291705171,9115,0,107,2,1800000000.0,2.0,52.0,274,34.61538461538461,641,107,217,184,1948,259
562,4742,291705171,8715,0,107,2,1800000000.0,2.0,71.0,274,25.35211267605634,641,107,217,184,1948,259
563,4742,291705171,949,0,107,2,2450000000.0,2.0,71.0,274,34.50704225352113,1103,107,217,184,1948,259
564,4742,291705171,5577,0,107,2,600000000.0,2.0,72.0,274,8.333333333333334,641,107,217,184,1948,259
565,4742,291705171,5881,0,107,2,2600000000.0,2.0,71.0,274,36.61971830985915,641,107,217,184,1948,259
566,4742,291705171,5838,0,107,2,2900000000.0,2.0,66.4,274,43.67469879518072,641,107,217,184,1948,259
567,4742,291705171,2579,0,107,2,2000000000.0,2.0,70.0,274,28.571428571428573,641,107,217,184,1948,259
568,4742,291705171,5175,0,107,2,2500000000.0,2.0,74.0,274,33.78378378378378,641,107,217,184,1948,259
569,4742,291705171,9768,0,107,2,1900000000.0,2.0,50.0,274,38.0,641,107,217,184,1948,259
570,4742,291705171,5397,0,107,2,2200000000.0,2.0,70.0,274,31.428571428571427,641,107,217,184,1948,259
573,4784,2023241925,3949,0,110,36,2700000000.0,2.0,60.0,129,45.0,521,110,110,229,53,520
574,4784,2023241925,5320,0,110,36,2350000000.0,2.0,58.0,129,40.51724137931034,521,110,110,229,53,520
575,4784,2023241925,4780,0,110,36,2876219284.0,2.0,59.0,129,48.749479389830505,521,110,110,229,53,520
582,4784,2023241925,6363,0,110,36,2650000000.0,2.0,69.0,129,38.40579710144928,521,110,110,229,53,520
584,4784,2023241925,7627,0,110,36,2379000000.0,2.0,60.0,129,39.65,521,110,110,229,53,520
585,4784,2023241925,9641,0,110,36,3950000000.0,2.0,69.0,129,57.2463768115942,521,110,110,229,53,520
586,4784,2023241925,2777,0,110,36,2620000000.0,2.0,59.0,129,44.40677966101695,521,110,110,229,53,520
587,4784,2023241925,7199,0,110,36,2700000000.0,2.0,60.0,129,45.0,521,110,110,229,53,520
588,4784,2023241925,7396,0,110,36,2900000000.0,2.0,59.0,129,49.15254237288136,521,110,110,229,53,520
589,4784,2023241925,5279,0,110,36,3400000000.0,2.0,59.0,129,57.6271186440678,521,110,110,229,53,520
590,4784,2023241925,8236,0,110,36,1900000000.0,2.0,35.0,129,54.285714285714285,521,110,110,229,53,520
591,4784,2023241925,7062,0,110,36,2400000000.0,2.0,55.0,129,43.63636363636363,376,110,110,229,53,520
592,4784,2023241925,9109,0,110,36,2868000000.0,2.0,60.0,129,47.8,521,110,110,229,53,520
594,4784,2023241925,5525,0,110,36,2850000000.0,2.0,60.0,129,47.5,376,110,110,229,53,520
596,4784,2023241925,5545,0,110,36,3300000000.0,2.0,59.0,129,55.932203389830505,521,110,110,229,53,520
599,4784,2023241925,8008,0,110,36,2300000000.0,2.0,67.0,129,34.32835820895522,521,110,110,229,53,520
600,4784,2023241925,5394,0,110,36,2600000000.0,2.0,59.0,129,44.067796610169495,521,110,110,229,53,520
602,4784,2023241925,9470,0,110,36,3939000000.0,2.0,66.0,129,59.68181818181818,521,110,110,229,53,520
603,4784,2023241925,2608,0,110,36,2700000000.0,2.0,54.0,129,50.0,521,110,110,229,53,520
604,4784,2023241925,8979,0,110,36,3030000000.0,2.0,72.5,129,41.793103448275865,521,110,110,229,53,520
605,4784,2023241925,5283,0,110,36,3500000000.0,2.0,60.0,129,58.333333333333336,521,110,110,229,53,520
607,4784,2023241925,9136,0,110,36,3000000000.0,2.0,70.0,129,42.85714285714285,376,110,110,229,53,520
608,2440,2117738109,7982,0,1,36,3920000000.0,2.0,86.0,337,45.58139534883721,513,1,116,229,665,90
609,2440,2117738109,2047,0,1,36,3128000000.0,2.0,71.0,337,44.056338028169016,513,1,116,229,665,90
610,2440,2117738109,5661,0,1,36,3350000000.0,2.0,78.0,337,42.94871794871795,1069,1,116,229,665,90
611,2440,2117738109,2048,0,1,36,2800000000.0,2.0,72.0,337,38.888888888888886,513,1,116,229,665,90
612,2440,2117738109,2100,0,1,36,2390000000.0,2.0,56.0,337,42.67857142857143,513,1,116,229,665,90
613,2440,2117738109,2174,0,1,36,3300000000.0,2.0,75.0,337,44.0,513,1,116,229,665,90
615,2440,2117738109,10089,3,1,36,2150000000.0,2.2908415841584158,90.0,337,23.88888888888889,513,1,116,229,665,90
617,2440,2117738109,6497,0,1,36,2750000000.0,2.0,72.0,337,38.19444444444444,513,1,116,229,665,90
618,2440,2117738109,2886,0,1,36,2400000000.0,2.0,56.0,337,42.85714285714285,513,1,116,229,665,90
619,2440,2117738109,8256,0,1,36,1380000000.0,2.0,46.0,337,30.0,1069,1,116,229,665,90
621,2440,2117738109,3868,0,1,36,2600000000.0,2.0,58.0,337,44.82758620689656,513,1,116,229,665,90
622,2440,2117738109,6453,0,1,36,2800000000.0,2.0,72.0,337,38.888888888888886,513,1,116,229,665,90
623,2440,2117738109,5776,0,1,36,3600000000.0,2.0,56.0,337,64.28571428571429,513,1,116,229,665,90
625,2440,2117738109,6519,0,1,36,3050000000.0,2.0,75.0,337,40.66666666666666,513,1,116,229,665,90
626,2440,2117738109,6426,0,1,36,2900000000.0,2.0,76.0,337,38.1578947368421,513,1,116,229,665,90
627,2440,2117738109,7232,0,1,36,4000000000.0,2.0,85.0,337,47.05882352941177,513,1,116,229,665,90
628,2440,2117738109,4853,0,1,36,3650000000.0,2.0,56.0,337,65.17857142857143,513,1,116,229,665,90
629,2440,2117738109,6561,0,1,36,2900000000.0,2.0,72.0,337,40.27777777777778,513,1,116,229,665,90
630,2440,2117738109,7068,0,1,36,3330000000.0,2.0,78.0,337,42.69230769230769,513,1,116,229,665,90
631,2440,2117738109,6806,0,1,36,3250000000.0,2.0,77.0,337,42.20779220779221,513,1,116,229,665,90
635,2440,2117738109,7835,0,1,36,4000000000.0,2.0,85.0,337,47.05882352941177,513,1,116,229,665,90
636,2440,2117738109,3108,0,1,36,4100000000.0,2.0,85.0,337,48.23529411764706,513,1,116,229,665,90
637,2440,2117738109,2973,0,1,36,2400000000.0,2.0,56.0,337,42.85714285714285,1069,1,116,229,665,90
638,2440,2117738109,8992,0,1,36,2950000000.0,2.0,72.0,337,40.97222222222222,1069,1,116,229,665,90
640,2440,2117738109,4560,0,1,36,3450000000.0,2.0,71.0,337,48.59154929577465,513,1,116,229,665,90
641,2440,2117738109,3415,0,1,36,3144000000.0,2.0,60.0,337,52.4,1069,1,116,229,665,90
642,2440,2117738109,8990,0,1,36,2850000000.0,2.0,75.0,337,38.0,1069,1,116,229,665,90
643,2440,2117738109,2319,0,1,36,1570000000.0,2.0,60.0,337,26.166666666666668,513,1,116,229,665,90
644,2440,2117738109,2878,0,1,36,2900000000.0,2.0,72.0,337,40.27777777777778,513,1,116,229,665,90
645,2440,2117738109,1853,0,1,36,4000000000.0,2.0,86.0,337,46.51162790697674,1069,1,116,229,665,90
646,2440,2117738109,5468,0,1,36,3100000000.0,2.0,72.0,337,43.05555555555556,513,1,116,229,665,90
647,2440,2117738109,934,0,1,36,2800000000.0,2.0,72.0,337,38.888888888888886,513,1,116,229,665,90
649,2440,2117738109,5561,0,1,36,3900000000.0,2.0,86.0,337,45.34883720930232,513,1,116,229,665,90
650,2440,2117738109,4866,0,1,36,4900000000.0,2.0,78.0,337,62.82051282051282,513,1,116,229,665,90
651,2440,2117738109,4367,0,1,36,3050000000.0,2.0,72.0,337,42.36111111111112,1069,1,116,229,665,90
652,2440,2117738109,6024,0,1,36,3900000000.0,2.0,85.0,337,45.88235294117647,513,1,116,229,665,90
653,2440,2117738109,7441,0,1,36,3300000000.0,2.0,78.0,337,42.30769230769231,513,1,116,229,665,90
654,2440,2117738109,4626,0,1,36,3350000000.0,2.0,75.0,337,44.66666666666666,513,1,116,229,665,90
655,2440,2117738109,8952,0,1,36,2770000000.0,2.0,72.0,337,38.47222222222222,513,1,116,229,665,90
656,2440,2117738109,5493,0,1,36,3900000000.0,2.0,85.0,337,45.88235294117647,513,1,116,229,665,90
657,2440,2117738109,1412,0,1,36,2800000000.0,2.0,72.0,337,38.888888888888886,513,1,116,229,665,90
658,2440,2117738109,5775,0,1,36,3050000000.0,2.0,72.0,337,42.36111111111112,513,1,116,229,665,90
659,2440,2117738109,5777,0,1,36,3960000000.0,2.0,95.0,337,41.68421052631579,513,1,116,229,665,90
660,2440,2117738109,2273,0,1,36,2750000000.0,2.0,72.0,337,38.19444444444444,513,1,116,229,665,90
663,2440,2117738109,2057,0,1,36,3150000000.0,2.0,78.0,337,40.38461538461539,513,1,116,229,665,90
664,2440,2117738109,5130,0,1,36,2990000000.0,2.0,78.0,337,38.333333333333336,513,1,116,229,665,90
665,2440,2117738109,659,0,1,36,2350000000.0,2.0,56.0,337,41.96428571428572,513,1,116,229,665,90
668,2440,2117738109,2101,0,1,36,2800000000.0,2.0,72.0,337,38.888888888888886,513,1,116,229,665,90
669,2440,2117738109,10482,0,1,36,2450000000.0,2.0,58.0,337,42.241379310344826,513,1,116,229,665,90
671,2440,2117738109,10483,0,1,36,2300000000.0,2.0,56.0,337,41.07142857142857,513,1,116,229,665,90
672,2440,2117738109,1979,0,1,36,2350000000.0,2.0,78.0,337,30.128205128205128,1069,1,116,229,665,90
673,2440,2117738109,2152,0,1,36,3350000000.0,2.0,71.0,337,47.183098591549296,513,1,116,229,665,90
674,2440,2117738109,4851,0,1,36,3300000000.0,2.0,78.0,337,42.30769230769231,513,1,116,229,665,90
675,2440,2117738109,5774,0,1,36,2500000000.0,2.0,58.0,337,43.10344827586207,513,1,116,229,665,90
676,2440,2117738109,5791,0,1,36,3000000000.0,2.0,60.0,337,50.0,513,1,116,229,665,90
677,2440,2117738109,10484,0,1,36,2308000000.0,2.0,56.0,337,41.21428571428572,513,1,116,229,665,90
678,2440,2117738109,2469,0,1,36,3100000000.0,2.0,79.0,337,39.24050632911393,513,1,116,229,665,90
679,2440,2117738109,121,0,1,36,2540000000.0,2.0,58.0,337,43.793103448275865,513,1,116,229,665,90
682,2440,2117738109,2924,0,1,36,3200000000.0,2.0,67.0,337,47.76119402985075,513,1,116,229,665,90
683,2440,2117738109,2926,0,1,36,3250000000.0,2.0,71.0,337,45.77464788732394,513,1,116,229,665,90
685,2440,2117738109,6021,0,1,36,2700000000.0,2.0,65.0,337,41.53846153846154,513,1,116,229,665,90
686,2440,2117738109,2317,0,1,36,2700000000.0,2.0,58.0,337,46.55172413793103,513,1,116,229,665,90
687,2440,2117738109,5626,0,1,36,2400000000.0,2.0,56.0,337,42.85714285714285,513,1,116,229,665,90
688,2440,2117738109,5390,0,1,36,4166000000.0,2.0,85.0,337,49.01176470588236,513,1,116,229,665,90
689,2440,2117738109,8069,0,1,36,4000000000.0,2.0,86.0,337,46.51162790697674,513,1,116,229,665,90
690,2440,2117738109,740,0,1,36,4000000000.0,2.0,85.0,337,47.05882352941177,1069,1,116,229,665,90
691,2440,2117738109,2467,0,1,36,2900000000.0,2.0,72.0,337,40.27777777777778,513,1,116,229,665,90
692,2440,2117738109,2694,0,1,36,2890000000.0,2.0,72.0,337,40.138888888888886,513,1,116,229,665,90
693,2440,2117738109,1967,0,1,36,2400000000.0,2.0,56.0,337,42.85714285714285,513,1,116,229,665,90
694,2440,2117738109,9412,0,1,36,3200000000.0,2.0,78.0,337,41.02564102564103,513,1,116,229,665,90
695,2440,2117738109,7496,0,1,36,4350000000.0,2.0,85.0,337,51.1764705882353,513,1,116,229,665,90
696,2440,2117738109,5630,0,1,36,2550000000.0,2.0,58.0,337,43.96551724137931,513,1,116,229,665,90
697,2440,2117738109,5790,0,1,36,3055000000.0,2.0,60.0,337,50.91666666666666,513,1,116,229,665,90
698,2440,2117738109,741,0,1,36,3100000000.0,2.0,60.0,337,51.66666666666666,513,1,116,229,665,90
699,2440,2117738109,6122,0,1,36,3150000000.0,2.0,71.0,337,44.36619718309859,513,1,116,229,665,90
700,2440,2117738109,679,0,1,36,2850000000.0,2.0,72.0,337,39.583333333333336,1069,1,116,229,665,90
701,2440,2117738109,739,0,1,36,3300000000.0,2.0,78.0,337,42.30769230769231,513,1,116,229,665,90
702,2440,2117738109,7983,0,1,36,4000000000.0,2.0,85.0,337,47.05882352941177,513,1,116,229,665,90
703,2440,2117738109,2049,0,1,36,2850000000.0,2.0,72.0,337,39.583333333333336,513,1,116,229,665,90
704,2440,2117738109,2197,0,1,36,3020000000.0,2.0,74.0,337,40.810810810810814,513,1,116,229,665,90
705,2440,2117738109,39,0,1,36,4122000000.0,2.0,85.0,337,48.49411764705882,513,1,116,229,665,90
706,2440,2117738109,2925,0,1,36,3200000000.0,2.0,71.0,337,45.070422535211264,1069,1,116,229,665,90
707,2440,2117738109,8080,0,1,36,4400000000.0,2.0,86.0,337,51.16279069767442,513,1,116,229,665,90
710,4577,500324004,7333,1,100,4,3100000000.0,2.0,100.0,390,31.0,431,100,594,229,208,513
714,4775,1954553154,4500,0,54,36,3100000000.0,2.0,66.0,170,46.96969696969697,28,54,327,7,0,657
722,4730,1634245039,4437,0,91,2,2550000000.0,2.0,60.5,296,42.14876033057851,650,91,463,185,1656,414
723,4730,1634245039,5993,0,91,2,1800000000.0,2.0,72.0,296,25.0,1114,91,463,185,1656,414
724,4730,1634245039,6958,0,91,2,2100000000.0,2.0,62.0,296,33.87096774193548,1114,91,463,185,1656,414
729,4721,1565589012,5014,0,46,36,1675000000.0,2.0,70.0,67,23.928571428571427,898,46,569,229,208,513
782,4764,64745385,2775,0,110,36,3750000000.0,2.0,75.0,126,50.0,390,110,46,175,1949,375
784,4764,64745385,1939,0,110,36,3980000000.0,2.0,75.0,126,53.06666666666667,390,110,46,175,1949,375
786,4764,64745385,7073,0,110,36,3700000000.0,2.0,69.0,126,53.6231884057971,390,110,46,175,1949,375
790,4764,64745385,5097,0,110,36,4700000000.0,2.0,74.0,126,63.51351351351352,390,110,46,175,1949,375
796,4764,64745385,1492,0,110,36,2900000000.0,2.0,54.0,126,53.7037037037037,390,110,46,175,1949,375
797,4764,64745385,5770,0,110,36,3650000000.0,2.0,72.0,126,50.69444444444444,390,110,46,175,1949,375
800,4764,64745385,5004,0,110,36,3100000000.0,2.0,54.0,126,57.407407407407405,390,110,46,175,1949,375
801,4764,64745385,563,0,110,36,3100000000.0,2.0,58.0,126,53.44827586206897,390,110,46,175,1949,375
802,4764,64745385,1040,0,110,36,3800000000.0,2.0,74.0,126,51.35135135135136,1076,110,46,175,1949,375
803,4764,64745385,3825,0,110,36,3650000000.0,2.0,74.0,126,49.32432432432432,390,110,46,175,1949,375
804,4764,64745385,154,0,110,36,3750000000.0,2.0,72.0,126,52.083333333333336,390,110,46,175,1949,375
805,4764,64745385,3095,0,110,36,4400000000.0,2.0,67.0,126,65.67164179104478,390,110,46,175,1949,375
806,4764,64745385,3113,0,110,36,3750000000.0,2.0,74.0,126,50.67567567567568,390,110,46,175,1949,375
809,4764,64745385,3114,0,110,36,3650000000.0,2.0,74.0,126,49.32432432432432,390,110,46,175,1949,375
810,4764,64745385,1018,0,110,36,3800000000.0,2.0,74.0,126,51.35135135135136,1076,110,46,175,1949,375
811,4764,64745385,9138,0,110,36,3660000000.0,2.0,74.0,126,49.45945945945946,390,110,46,175,1949,375
812,4764,64745385,7328,0,110,36,2850000000.0,2.0,55.0,126,51.81818181818182,390,110,46,175,1949,375
816,4764,64745385,8475,0,110,36,4900000000.0,2.0,98.0,126,50.0,390,110,46,175,1949,375
817,4764,64745385,7969,0,110,36,3500000000.0,2.0,75.0,126,46.66666666666666,390,110,46,175,1949,375
820,4764,64745385,9942,0,110,36,4100000000.0,2.0,79.0,126,51.89873417721519,390,110,46,175,1949,375
821,4764,64745385,754,0,110,36,3800000000.0,2.0,74.0,126,51.35135135135136,1076,110,46,175,1949,375
822,4764,64745385,164,0,110,36,3850000000.0,2.0,82.0,126,46.95121951219512,390,110,46,175,1949,375
823,4764,64745385,7817,0,110,36,3750000000.0,2.0,72.0,126,52.083333333333336,390,110,46,175,1949,375
824,4764,64745385,8876,0,110,36,3860000000.0,2.0,74.81,126,51.59738002940783,390,110,46,175,1949,375
825,4764,64745385,7964,0,110,36,3800000000.0,2.0,75.0,126,50.66666666666666,390,110,46,175,1949,375
827,4764,64745385,265,0,110,36,4990000000.0,2.0,75.0,126,66.53333333333333,390,110,46,175,1949,375
829,4764,64745385,7077,0,110,36,4200000000.0,2.0,72.0,126,58.333333333333336,390,110,46,175,1949,375
830,4764,64745385,3112,0,110,36,3650000000.0,2.0,74.0,126,49.32432432432432,390,110,46,175,1949,375
832,4764,64745385,7048,0,110,36,3397000000.0,2.0,74.0,126,45.9054054054054,390,110,46,175,1949,375
834,4764,64745385,1237,0,110,36,3600000000.0,2.0,74.0,126,48.648648648648646,390,110,46,175,1949,375
835,4764,64745385,753,0,110,36,3600000000.0,2.0,74.5,126,48.32214765100671,1076,110,46,175,1949,375
836,4764,64745385,7970,0,110,36,3750000000.0,2.0,74.0,126,50.67567567567568,390,110,46,175,1949,375
839,4764,64745385,7967,0,110,36,4392777678.0,2.0,73.0,126,60.17503668493151,390,110,46,175,1949,375
840,4764,64745385,5112,0,110,36,4100000000.0,2.0,74.0,126,55.4054054054054,390,110,46,175,1949,375
841,4764,64745385,8226,0,110,36,4300000000.0,2.0,68.0,126,63.23529411764706,390,110,46,175,1949,375
842,4764,64745385,7416,0,110,36,3750000000.0,2.0,74.0,126,50.67567567567568,390,110,46,175,1949,375
843,4764,64745385,2771,0,110,36,3900000000.0,2.0,68.0,126,57.35294117647059,390,110,46,175,1949,375
844,4764,64745385,2620,0,110,36,4150000000.0,2.0,68.0,126,61.02941176470589,1076,110,46,175,1949,375
846,4764,64745385,156,0,110,36,3850000000.0,2.0,74.0,126,52.02702702702703,1076,110,46,175,1949,375
847,4728,1941702029,8539,0,107,2,1810000000.0,2.0,67.0,131,27.01492537313433,517,107,528,213,9,521
849,4728,1941702029,6787,0,107,2,1510000000.0,2.0,65.0,131,23.23076923076923,517,107,528,213,9,521
851,4728,1941702029,1297,0,107,2,1890000000.0,2.0,64.0,131,29.53125,666,107,528,213,9,521
